2.664721758884707192e-01,-2.349810250415567126e-01,-1.486594046931895979e-02
4.230337222848722378e-01,8.222950049245559834e-01,-2.076318897541632458e-01
3.059644517814198439e-01,2.812022858344613296e-01,3.060026472425579902e-01
-6.594002447179001525e-01,8.458267341093488323e-01,-4.646926391278838331e-02
5.844995735484164179e-01,-1.507429037310313302e-01,4.523745278258778368e-01
-1.634911460471683564e-01,-4.888808264737245501e-01,2.974792229455863191e-01
9.670252696057496378e-02,-3.546422238282864736e-01,-1.118714975909222697e-01
-3.295987287311018255e-02,-5.923200608279146628e-01,-3.684925319134881860e-01
6.565133243267837759e-01,-1.839465410381130595e-01,-3.013515787554422731e-01
-3.179975010336005270e-01,9.951985310256008521e-01,-4.060516929419779042e-01
8.137879678849545551e-01,-7.453163057191193319e-01,-3.111859737998209918e-02
4.212798285434505297e-01,-7.715300229200419135e-01,-3.665075705078170709e-01
-1.093147573134059636e+00,-1.786685244379089266e-01,-1.149356520499575512e-01
7.949480758915251633e-01,1.414715006387629870e-01,-2.200738324391348644e-01
-3.822278043401086123e-01,1.587143549532310238e-01,-3.382251825710889115e-01
-4.904753380756334824e-01,3.497758511738774390e-01,-5.535397025485790934e-01
4.166175639616804816e-01,-4.684715340411364087e-02,-7.859371073384832651e-02
5.430255166114970056e-01,3.969169979661241188e-01,5.880944860599846002e-01
2.396853610976936444e-01,8.516848410636861377e-01,4.621866802427419540e-01
-1.070574922706904797e+00,-1.083817913841214481e-01,-2.924653970565640471e-01
-6.535997005744758059e-01,-1.776546499900576864e-02,1.944161703323211976e-01
-4.381671221118714765e-01,2.493459262813106092e-01,-5.141249592229419907e-01
8.822564639713499357e-01,-5.261730347050350698e-01,-2.102230733962673348e-01
-6.745029004376908999e-01,4.786276740329138968e-01,1.026807869590070088e-01
-1.071701063755500005e+00,-2.660200959714477675e-01,-1.498032784633097636e-01
1.026229531903813053e+00,1.353489500857379124e-01,3.763640593496960784e-01
3.908866034337233342e-01,-2.304999402334337311e-02,-6.267234489031164868e-02
7.445558569745609478e-01,-4.535932060473811256e-01,-3.609821617925850767e-01
4.184376255837854996e-01,-1.262165011304904327e-01,-1.382712720425241792e-01
4.463426707334942067e-01,-9.904528296031558376e-01,-1.397538718791490053e-01
3.589729606217838542e-01,2.290496341683427584e-01,3.209637593507852493e-01
3.166298215211574285e-01,-3.404199185213516721e-01,3.088997099056700613e-01
8.574665333739993622e-01,2.325408340067930402e-01,-1.594612852294621241e-01
-7.162650553980856039e-01,-3.568136783789066513e-01,-4.740462418339331796e-01
2.003461625488410502e-02,9.470462147411007336e-01,3.401185498612123159e-01
1.678362018838959746e-01,-3.819660184734013919e-01,-2.197790850604680601e-01
4.799729423310833409e-03,1.108211154592919634e+00,-1.924018509614160988e-01
-6.781404695311847863e-01,3.307437227828000093e-01,-6.165151359736628089e-01
7.598566834879436627e-01,-1.036357980868379269e-01,-2.637576707819533350e-01
5.066872391241814544e-01,-8.899787292705546582e-01,-2.605999552564314259e-01
-4.430548114964555917e-01,1.044517058897316719e+00,-1.811821330451485468e-01
9.389075645447784169e-01,-5.350170654385396629e-01,2.225734074974897447e-01
-7.444790584386040688e-01,7.959190564011300317e-01,-1.826725059325189360e-01
4.065380379796885157e-01,-9.506178685978896592e-01,1.361065989071977844e-01
-6.526059349736912374e-01,-5.249009378275363291e-01,3.299058194952402268e-01
-6.092344114896173224e-01,1.636784662816911928e-01,1.456769606703703368e-01
3.190513864935206612e-01,1.751472757232395705e-01,1.647578418631109320e-01
-7.648531299698724251e-01,-3.634540740477685827e-01,-4.539902023676479215e-01
-7.719427326260877020e-01,5.741812658005933656e-01,-6.712213445578535387e-02
3.599167954860392205e-01,9.896081067957436250e-01,3.281593110656635393e-01
9.138828364923216041e-01,-5.148467124566865616e-01,-9.276779678388911987e-02
9.859008397311359584e-01,-4.891854752232414616e-01,1.274725902214941253e-01
8.917197950519409888e-01,2.513681971166486506e-01,5.286483938341053346e-01
-2.521074954231386500e-01,-1.072441988523556988e+00,-3.542873063796306288e-02
8.316713815669980470e-01,-6.594952831008205063e-01,1.755083514400533340e-01
9.723151552784187190e-01,-6.599897057209064277e-02,-2.019180718866203095e-01
7.650745769040395716e-02,-3.488545946268374887e-01,1.504636431657188911e-01
4.523903605771629755e-01,-1.285071714257816911e-01,3.879211505465210430e-01
1.214481398516533694e-01,1.146939673433300610e+00,3.363152141426183073e-02
2.726371596160663824e-01,-2.444472741742869937e-01,1.583691902230844883e-01
6.219937887130160270e-01,-4.913218255602944118e-01,3.670063982477417830e-01
-2.727002874332922211e-01,-9.708059575190703949e-01,-2.092193545345760741e-01
1.833226036803888293e-01,4.227422483832212197e-01,-1.329759760738744023e-01
4.478713428416294384e-01,-3.702312844138416770e-01,1.606923508871966333e-01
-9.714230928786454777e-02,-3.271956339442516071e-01,-1.753287060565653782e-02
4.849643312449711946e-02,-3.620061077386322324e-01,1.379508621080145214e-01
-8.874342921748304969e-01,6.390821741180885418e-01,-1.701915639281899595e-01
4.238765908476692101e-01,5.731138809200875261e-01,5.786304711801357747e-01
-1.573317479121130735e-01,-3.306173489150124878e-01,1.032045500450845532e-01
-1.072598466674815482e-01,-4.428239641733289211e-01,-2.953252450379972860e-01
-9.419592372669410851e-01,3.689377810153638970e-01,2.558050374342901723e-02
6.414513324692888707e-01,8.949926984871690860e-02,-2.057436282627223834e-01
-3.112755237698063837e-01,9.663766267237841046e-01,-4.395753294818564028e-01
1.061586349888017367e+00,-4.852000520916893711e-02,3.130487638132715689e-01
1.285587295507154004e-02,9.276867006013183037e-01,-3.308787248416952820e-01
4.617728823635288693e-01,3.421814555722620943e-01,-1.659426938882165581e-01
-4.907300039539359005e-01,-4.015059789462341877e-01,3.179460119321827483e-01
5.930214971344084374e-01,6.109245782558534454e-01,6.001106534338309650e-01
-8.649908965832834307e-01,6.378881157868588891e-01,-3.995391341462795065e-01
-7.209039942875928864e-01,-3.847057724517318755e-01,2.933633633532932161e-01
7.940480562906141460e-01,-1.649785138097256409e-01,-2.616124831056267364e-01
8.300686841683152517e-01,9.255155328156261518e-02,-2.107417583827737306e-01
2.365571580807342700e-01,-5.412033264195555970e-01,3.282872145394953867e-01
-8.618702885105181122e-02,5.099305978203649836e-01,-3.706802644295950633e-01
-8.601726613511538888e-01,-4.065077578715159401e-01,-3.063815063430345154e-01
3.175914540978351241e-01,-1.980268022127003591e-01,1.730248576218758327e-01
-3.872491554897661836e-01,3.448591304538494162e-01,-5.180435286998954503e-01
7.355732725368218095e-01,6.903757415588439583e-01,-5.960973957106674437e-02
-7.683317057203699063e-01,-3.618537235276306774e-01,-4.171677860877111010e-01
2.267266368128605103e-01,-9.783707434592744390e-01,-2.738549085644669812e-01
8.480702643209903080e-01,6.877635930972185729e-01,1.411490501036371248e-01
-4.015913999270567802e-01,-7.439053881289958703e-03,6.568790800869228619e-02
9.925746594176401150e-01,-1.139710231146651986e-01,-1.551909719466229576e-01
-9.205695513706737554e-01,3.608824573770949562e-01,4.915231673298664505e-02
-3.050297785251492311e-01,-9.571049268034954594e-01,-2.482794263134028290e-01
-8.378799582903769805e-01,6.242015763369599401e-01,-4.472353048920796881e-01
9.462682536742519357e-01,-5.381762742672490107e-01,-9.360771609255874592e-02
-6.391360338847283940e-01,7.848643488877574126e-02,-5.484669471014415043e-01
-1.616180908152390905e-01,5.053255888960862530e-01,-4.331315026780599986e-01
-4.886767844568500330e-01,9.441509941465382472e-01,-4.564997034525152264e-01
-9.528149039170065171e-01,4.461306087501840656e-01,-4.222698883149375026e-01
-5.332007100107523101e-01,9.606723260733596170e-01,-1.399574626807403854e-01
-4.747113841439037918e-01,-5.541314586456858038e-02,-4.310771819665940030e-01
-9.657001392285390340e-01,-1.566206120132764557e-01,1.825361171593360421e-01
-1.895342599963146246e-01,-2.706243955719667138e-01,5.486078180064150878e-02
2.564493438748952081e-01,-1.558486092052081551e-01,1.132597441225074719e-01
-5.793971391872559940e-01,-3.854285503094453391e-01,3.194590717417243875e-01
-6.179881641757605237e-01,-2.048724423651634707e-01,-4.812367265487934032e-01
-3.405081729762599041e-01,3.043426715244930761e-02,-4.762669969019509356e-03
-9.530255136297648422e-01,-2.860841187276794706e-01,-3.594428134321889790e-01
3.379463296899352098e-01,2.305228200377437142e-01,5.521276444724082522e-03
-7.783768448052486022e-01,-6.694428451117123702e-01,-2.191540187394463990e-01
1.948512480130938362e-01,-4.490783177539632853e-01,2.992859861194841486e-01
8.999258454865365353e-01,-4.876905604710227715e-01,-2.282740835881984232e-01
8.650003901603702250e-01,4.907213791718566531e-01,4.951363958316375435e-01
-1.949576702275084283e-01,6.148128266508285922e-01,-5.080921171237615663e-01
1.339490748527702169e-01,9.915569387516930400e-01,-2.736475455511215293e-01
8.235852127349927443e-01,7.058355640785574092e-01,3.484825517485390378e-01
-2.961790408103538996e-01,2.677343939385409266e-01,-5.469891899550078512e-02
